title,original_title,budget,genres,original_language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
In a New York Minute,In a New York Minute,0,Drama,en,English,,"In A New York Minute follows three Asian women, each at a different stage in their life as they deal with their own personal struggles. Amy is haunted by a past breakup that has manifested into an eating disorder. Angel is caught between a loveless marriage with an older American businessman and a passionate affair with Chinese filmmaker. Nina moonlights as an escort as a way of supporting herself financially. As the story unfolds, the film reveals each character’s wants and desires is reflected in the other.",2.444,102,0,2019-04-28,3.2,2,,https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,This drama from Ximan Li teases time in telling the stories of three Chinese women living in a city that tempts promise but delivers frustration.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'In A New York Minute (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ximan Li', 'rank': 3, 'major': 'N'}]",2022-05-03T21:05:25+0000,299,‘In a New York Minute’ Review: Love or Freedom?,None,None,In a New York Minute,None,None,None,By Lisa Kennedy,None
Anaïs in Love,Les Amours d’Anaïs,0,"Drama, Romance, Comedy",fr,"French, English",,A young woman struggling to stay on top of everything in her life meets a married publisher and begins an affair with him.,11.259,98,41356,2021-09-15,6.25,142,France,https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"A restless woman discovers herself in a seductive French romance that throws out the usual dusty script about women, desire and pleasure.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bourgeois-Tacquet, Charline', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Anais in Love (Movie)', 'rank': 3, 'major': 'N'}]",2022-04-28T16:18:57+0000,842,‘Anaïs in Love’ Review: Portrait of a Woman on the Run,Critic’s Pick,None,Portrait of a Restless Heart,None,None,None,By Manohla Dargis,None
I Love America,I Love America,0,"Comedy, Romance",fr,"French, English, Spanish",,"A single woman who decides to take a chance on love again by catapulting her life from Paris to Los Angeles. From awkward dates to touching surprise encounters, she understands the journey to love is a journey towards herself.",7.728,102,0,2022-03-11,5.107,75,"United States of America, France",https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,The determinedly uplifting comedy follows a 50-year-old French filmmaker as she dates in Los Angeles.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Marceau, Sophie', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'I Love America (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Azuelos, Lisa', 'rank': 4, 'major': 'N'}]",2022-04-28T11:00:07+0000,291,‘I Love America’ Review: The Gauche Rituals of Modern Romance,None,None,I Love America,None,None,None,By Nicolas Rapold,None
See You Then,See You Then,0,Drama,en,English,https://vanishingangle.com/see-you-then,"A decade after abruptly breaking up with Naomi, Kris invites her to a dinner to catch-up on their complicated lives, relationships, and Kris' transition.",2.208,74,0,2022-04-01,3.3,5,United States of America,https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"Former lovers reconnect, litigating the past and present, in this drama from Mari Walker.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'See You Then (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Walker, Mari', 'rank': 3, 'major': 'N'}]",2022-04-18T11:00:03+0000,300,‘See You Then’ Review: The More Things Stay the Same,None,None,The Persistent Melancholy of Love,None,None,None,By Kyle Turner,None
La Mami,La Mami,0,Documentary,es,Spanish,http://gadeafilms.com/la-mami,"One of the rooms inside the legendary Barba Azul Cabaret has become a shelter for the girls working there: the women's bathroom. Every night La Mami, who's in charge of the bathrooms, offers them the warmth and the advice they need to take on the challenge they face in the dance hall.",2.205,82,0,2020-01-27,6.2,4,"Mexico, Spain",https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,This documentary about the den mother of dancers at a Mexico City cabaret is vérité at its best.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Women and Girls', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Dancing', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Bars and Nightclubs', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Labor and Jobs', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico City (Mexico)', 'rank': 7, 'major': 'N'}, {'name': 'glocations', 'value': 'Mexico', 'rank': 8, 'major': 'N'}, {'name': 'creative_works', 'value': 'La Mami (Movie)', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Garvin, Laura Herrero', 'rank': 10, 'major': 'N'}]",2022-04-07T11:00:04+0000,278,‘La Mami’ Review: Tough Love,Critic’s Pick,None,La Mami,None,None,None,By Beandrea July,None
Deep Water,Deep Water,49000000,"Drama, Mystery, Thriller",en,English,https://www.hulu.com/movie/deep-water-2c4ae82e-2c1b-41d5-a651-82189d1c8b2c,A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,86.09,116,0,2022-03-18,5.799,1306,United States of America,https://www.nytimes.com/2022/03/17/movies/deep-water-review.html,An unhappy husband raises suspicions when his wife’s lovers begin to disappear.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Deep Water (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Affleck, Ben', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lyne, Adrian', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'de Armas, Ana', 'rank': 5, 'major': 'N'}]",2022-03-17T11:00:05+0000,534,‘Deep Water’ Review: Love and Loathing in New Orleans,None,None,A Non-Erotic Non-Thriller,None,None,None,By Jeannette Catsoulis,None
Lucy and Desi,Lucy and Desi,0,Documentary,en,English,https://www.amazon.com/dp/B09QG6H8D9,Explore the unlikely partnership and enduring legacy of one of the most prolific power couples in entertainment history. Lucille Ball and Desi Arnaz risked everything to be together.,7.222,102,0,2022-01-21,7.1,37,United States of America,https://www.nytimes.com/2022/03/03/movies/lucy-and-desi-review.html,"This documentary, directed by Amy Poehler and about the dynamic duo behind “I Love Lucy,” favors the good times over the difficult ones.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ball, Lucille', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'ARNAZ, DESI', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Poehler, Amy', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Lucy and Desi (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Television', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Actors and Actresses', 'rank': 7, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 8, 'major': 'N'}]",2022-03-03T16:06:54+0000,279,‘Lucy and Desi’ Review: Love in the Time of Television,None,None,Lucy and Desi,None,None,None,By Natalia Winkelman,None
Cyrano,Cyrano,20000000,"Drama, Romance",en,English,https://www.unitedartistsreleasing.com/cyrano/synopsis/,"A man ahead of his time, Cyrano de Bergerac dazzles whether with ferocious wordplay at a verbal joust or with brilliant swordplay in a duel. But, convinced that his appearance renders him unworthy of the love of a devoted friend, the luminous Roxanne, Cyrano has yet to declare his feelings for her—and Roxanne has fallen in love, at first sight, with Christian.",19.837,124,3000000,2021-12-17,6.405,280,"Canada, United Kingdom, United States of America",https://www.nytimes.com/2022/02/23/movies/cyrano-review.html,Peter Dinklage wields pen and sword in a musical adaptation of the durable French romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cyrano (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wright, Joe', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dinklage, Peter', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Bennett, Haley', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Harrison, Kelvin Jr', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Berninger, Matt', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Besser, Carin', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Dessner, Aaron', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Schmidt, Erica (1975- )', 'rank': 10, 'major': 'N'}, {'name': 'organizations', 'value': 'National, The (Music Group)', 'rank': 11, 'major': 'N'}]",2022-02-24T00:36:54+0000,845,‘Cyrano’ Review: Who Wrote the Book of Love?,None,None,Who Gets to Write the Book of Love?,None,None,None,By A.O. Scott,None
The In Between,The In Between,0,"Romance, Science Fiction, Drama",en,English,https://www.netflix.com/title/81447264,"After surviving a car accident that took the life of her boyfriend, a teenage girl believes he's attempting to reconnect with her from the after world.",32.687,116,0,2022-02-11,7.375,689,United States of America,https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,A teenage girl thinks that her dead boyfriend’s spirit is reaching out from the Great Beyond.,The New York Times,"[{'name': 'persons', 'value': 'King, Joey', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Allen, Kyle (1994- )', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Posin, Arie', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'The In Between (Movie)', 'rank': 5, 'major': 'N'}]",2022-02-11T08:00:06+0000,285,‘The In Between’ Review: Love Never Dies,None,None,The In Between,None,None,None,By Lena Wilson,None
Book of Love,Book of Love,0,Drama,en,English,,"Living among fusty academics, an unusual young man gets between a high school history teacher and his wife.",9.214,83,0,2004-01-18,5.0,25,United States of America,https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"Unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its Spanish-language release.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Claflin, Sam', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cal y Mayor, Analeine', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Book of Love (Movie)', 'rank': 4, 'major': 'N'}]",2022-02-04T05:01:04+0000,269,‘Book of Love’ Review: Lust (Eventually) in Translation,None,None,Book of Love,None,None,None,By Natalia Winkelman,None
The Pink Cloud,A Nuvem Rosa,0,"Drama, Science Fiction",pt,Portuguese,,"Giovana and Yago are strangers who share a spark after meeting at a party. When a deadly cloud mysteriously takes over their city, they are forced to seek shelter with only each other for company. As months pass and the planet settles into an extended quarantine, their world shrinks, and they are forced to come to terms with an accelerated timeline for their relationship. With all their other interactions governed by screens, and with the strain of isolation setting in, Giovana and Yago struggle to reinvent themselves and reconcile the differences that threaten to tear them apart.",6.429,105,0,2021-04-01,6.0,30,Brazil,https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,Iuli Gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Pink Cloud (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gerbase, Iuli', 'rank': 3, 'major': 'N'}]",2022-01-13T12:00:05+0000,316,‘The Pink Cloud’ Review: Love in Lockdown,None,None,The Pink Cloud,None,None,None,By Claire Shaffer,None
A Journal for Jordan,A Journal for Jordan,25000000,"Drama, Romance",en,English,https://www.sonypictures.com/movies/ajournalforjordan,"Based on the true story of First Sergeant Charles Monroe King, a soldier deployed to Iraq begins to keep a journal of love and advice for his infant son. Back at home, senior New York Times editor Dana Canedy revisits the story of her unlikely, life-altering relationship with King and his enduring devotion to her and their child.",15.738,131,6700000,2021-12-22,7.0,109,"Canada, United States of America",https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Journal for Jordan (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Washington, Denzel', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Jordan, Michael B', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Adams, Chante', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Books and Literature', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'A Journal for Jordan: A Story of Love and Honor (Book)', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Canedy, Dana', 'rank': 8, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 9, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 10, 'major': 'N'}]",2021-12-23T18:54:12+0000,505,‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,None,None,Reflections on Love That’s Built and Lost,None,None,None,By Lisa Kennedy,None
West Side Story,West Side Story,100000000,"Drama, Romance, Crime",en,"English, Spanish",https://www.20thcenturystudios.com/movies/west-side-story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",30.691,156,76016171,2021-12-08,7.001,1502,United States of America,https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"Steven Spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Theater', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Alvarez, David (1994- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bernstein, Leonard', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'DeBose, Ariana', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Kushner, Tony', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Laurents, Arthur', 'rank': 7, 'major': 'N'}, {'name': 'persons', 'value': 'Peck, Justin', 'rank': 8, 'major': 'N'}, {'name': 'persons', 'value': 'Robbins, Jerome', 'rank': 9, 'major': 'N'}, {'name': 'persons', 'value': 'Sondheim, Stephen', 'rank': 10, 'major': 'N'}, {'name': 'persons', 'value': 'Spielberg, Steven', 'rank': 11, 'major': 'N'}, {'name': 'persons', 'value': 'Tesori, Jeanine', 'rank': 12, 'major': 'N'}, {'name': 'glocations', 'value': 'New York City', 'rank': 13, 'major': 'N'}, {'name': 'creative_works', 'value': 'West Side Story (2021) (Movie)', 'rank': 14, 'major': 'N'}]",2021-12-08T14:55:30+0000,1316,"‘West Side Story’ Review: In Love and War, 1957 Might Be Tonight",Critic’s Pick,None,"Meeting a Girl Named Maria, Again",None,None,None,By A.O. Scott,None
Love Hard,Love Hard,0,"Comedy, Romance",en,English,https://www.netflix.com/title/81086631,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",26.858,105,0,2021-11-05,6.955,1433,United States of America,https://www.nytimes.com/2021/11/05/movies/love-hard-review.html,"When a perennially single journalist travels across the country to meet her dream guy, she finds she’s been catfished.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Hard (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Jimenez, Hernan', 'rank': 3, 'major': 'N'}]",2021-11-05T07:01:03+0000,343,"‘Love Hard’ Review: Seeking Connection, Not Perfection",None,None,Love Hard,None,None,None,By Concepción de León,None
Bergman Island,Bergman Island,0,"Drama, Romance",en,"German, English, Swedish",https://www.ifcfilms.com/films/bergman-island,"An English-German filmmaking couple retreat to Fårö for the summer to each write screenplays for their upcoming films in an act of pilgrimage to the place that inspired Ingmar Bergman. As the summer and their screenplays advance, the lines between reality and fiction start to blur against the backdrop of the Island's wild landscape.",26.663,113,589895,2021-07-14,6.173,188,"Belgium, France, Germany, Mexico, Sweden",https://www.nytimes.com/2021/10/14/movies/bergman-island-review.html,"In Mia Hansen-Love’s new film, Vicky Krieps and Tim Roth play filmmakers on the rocks in the Baltic Sea.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Bergman, Ingmar', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Roth, Tim', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Wasikowska, Mia', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Hansen-Love, Mia', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Bergman Island (Movie)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Krieps, Vicky', 'rank': 7, 'major': 'N'}]",2021-10-14T16:00:06+0000,888,‘Bergman Island’ Review: Love Among the Cinephiles,critic’s pick,None,Scenes From Not Quite a Marriage,None,None,None,By A.O. Scott,None
Hard Luck Love Song,Hard Luck Love Song,0,"Romance, Music, Drama, Thriller",en,"English, Spanish",http://HardLuckLoveSong.com,"Jesse, a charismatic but down on his luck troubadour, finds himself at an existential crossroads as bad choices catch up with him during an unexpected reunion with Carla, an old flame.",4.171,104,0,2021-10-15,4.3,12,United States of America,https://www.nytimes.com/2021/10/14/movies/hard-luck-love-song-review.html,"Drawn from the plotline of a Todd Snider song, the film follows a pool shark and an escort, taking twists that are both violent and silly.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Dorman, Michael (1981- )', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Hard Luck Love Song (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Bush, Sophia (1982- )', 'rank': 4, 'major': 'N'}]",2021-10-14T12:27:03+0000,320,‘Hard Luck Love Song’ Review: A Glossy Take on a Gritty Tune,None,None,Hard Luck Love Song,None,None,None,By Glenn Kenny,None
South of Heaven,South of Heaven,0,"Crime, Drama, Thriller",en,English,,"Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release, he vows to give Annie, his childhood love, now dying from cancer, the best last year of her life – unfortunately it’s not that simple.",12.243,120,0,2021-10-08,6.5,71,"United Kingdom, United States of America",https://www.nytimes.com/2021/10/07/movies/south-of-heaven-review.html,Jason Sudeikis plays a paroled felon who vows to give his dying lover the best year of her life.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sudeikis, Jason', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Lilly, Evangeline (1979- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Keshales, Aharon', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'South of Heaven (Movie)', 'rank': 5, 'major': 'N'}]",2021-10-07T17:17:19+0000,323,‘South of Heaven’ Review: Anything for Love,None,None,South of Heaven,None,None,None,By Amy Nicholson,None
Wife of a Spy,スパイの妻,0,"Drama, War, Thriller",ja,"English, Japanese",https://intl.nikkatsu.com/sales/358.html,"It’s 1940, and the population of Japan is divided over its entry into World War II. Satoko, the wife of a fabric merchant, is devoted to her husband but is beginning to suspect he’s up to something. Soon she allows herself to be drawn into a game in which she enigmatically conceals her intentions.",14.557,114,0,2020-10-16,6.6,81,Japan,https://www.nytimes.com/2021/09/16/movies/wife-of-a-spy-review-trust-or-fear-in-love-and-war.html,"In this latest work by Kiyoshi Kurosawa, a Japanese couple’s relationship is shaped by the forces of churning nationalism that surround it.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kurosawa, Kiyoshi', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Wife of a Spy (Movie)', 'rank': 3, 'major': 'N'}]",2021-09-16T11:00:07+0000,448,‘Wife of a Spy’ Review: Trust or Fear in Love and War?,Critic’s Pick,None,Marriage Amid Nationalism,None,None,None,By Glenn Kenny,None
Happier Than Ever,Nunca Fomos Tão Felizes,0,Drama,pt,Portuguese,,"During the military dictatorship, a political militant takes his son out of the boarding school, and puts him temporarily in a friend's luxury and empty apartment in Copacabana beach. The son knows very little about his father, and the latter cannot really explain his activities to his son, fearing for his security. So the young man stands alone in the huge apartment, waiting for the infrequent meetings with his father, without really knowing what's going on.",0.902,91,0,1984-08-28,4.7,6,Brazil,https://www.nytimes.com/2021/09/02/movies/happier-than-ever-review.html,"In the Disney+ concert film “Happier Than Ever: A Love Letter to Los Angeles,” the pop star Billie Eilish pays tribute to the star-struck hauntedness of that city.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Eilish, Billie', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Rodriguez, Robert', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Happier Than Ever: A Love Letter to Los Angeles (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Osborne, Patrick (Film Director)', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 7, 'major': 'N'}]",2021-09-02T11:00:07+0000,302,‘Happier Than Ever’ Review: Modern Pop Meets Classic Hollywood,None,None,Happier Than Ever:  A Love Letter  to Los Angeles,None,None,None,By Teo Bugbee,None
Together,Together,0,"Drama, Comedy",en,English,https://www.bbc.co.uk/programmes/m000x2lk,A husband and wife are forced to re-evaluate themselves and their relationship through the reality of the Covid-19 lockdown.,14.209,87,214390,2021-08-27,5.849,83,United Kingdom,https://www.nytimes.com/2021/08/26/movies/together-review.html,Sharon Horgan and James McAvoy play a battling couple trapped in lockdown in this theatrical pandemic drama.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Together (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Daldry, Stephen', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'McAvoy, James', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Horgan, Sharon (1970- )', 'rank': 5, 'major': 'N'}]",2021-08-26T11:00:06+0000,412,‘Together’ Review: Love and Loathing in London,None,None,Love and Loathing in a Blighted London,None,None,None,By Jeannette Catsoulis,None
Annette,Annette,15500000,"Drama, Romance",fr,"English, French",https://www.amazon.com/dp/B093KHDSHR,"The story of Henry, a stand-up comedian with a fierce sense of humour and Ann, a singer of international renown. In the spotlight, they are the perfect couple, healthy, happy, and glamourous. The birth of their first child, Annette, a mysterious girl with an exceptional destiny, will change their lives.",24.995,140,3700000,2021-07-07,6.766,659,"Belgium, France, Germany, Greece, Japan, Mexico, Switzerland",https://www.nytimes.com/2021/08/05/movies/annette-review.html,"Adam Driver and Marion Cotillard are star-crossed lovers in this hallucinatory musical, written by Sparks and directed by Leos Carax.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Carax, Leos', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Cotillard, Marion', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Driver, Adam', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Mael, Ron', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Mael, Russell', 'rank': 6, 'major': 'N'}, {'name': 'creative_works', 'value': 'Annette (Movie)', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'Sparks (Music Group)', 'rank': 8, 'major': 'N'}]",2021-08-05T11:00:07+0000,1069,‘Annette’ Review: Love Hurts,Critic’s Pick,None,A Star Is Born. You Won’t Like Him.,None,None,None,By A.O. Scott,None
Resort to Love,Resort to Love,0,"Romance, Comedy",en,English,https://www.netflix.com/title/81076586,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,18.651,101,0,2021-07-29,7.212,398,United States of America,https://www.nytimes.com/2021/07/29/movies/resort-to-love-review.html,"In this romantic comedy, a woman reeling from a failed engagement and a flailing career escapes to a glamorous island resort.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Milian, Christina', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Resort to Love (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Tsuchida, Steven', 'rank': 4, 'major': 'N'}]",2021-07-29T11:00:07+0000,310,‘Resort to Love’ Review: A Struggling Singer in Paradise,None,None,"Her Ex Returns, With His Bride-to-Be",None,None,None,By Concepción de León,None
"Casanova, Last Love",Dernier amour,0,"Drama, Romance",fr,"English, French, German, Italian",https://lesfilmsdufleuve.be/en/movies/dernier-amour,"Year 1763. Forced into exile, the famous libertine Giacomo Casanova leaves Paris and travels to London, where he meets Marianne de Charpillon, a young prostitute to whom he is so attracted that he forgets about the other women.",10.316,99,0,2019-03-20,4.7,34,"Belgium, France, United States of America",https://www.nytimes.com/2021/07/14/movies/casanova-last-love-review-reappraising-a-philanderer.html,Benoît Jacquot’s erotic costume drama envisions the Italian playboy as a weathered sad sack living in exile.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Jacquot, Benoit', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Casanova, Last Love (Movie)', 'rank': 3, 'major': 'N'}]",2021-07-14T22:12:43+0000,312,"‘Casanova, Last Love’ Review: Reappraising a Philanderer",None,None,"Casanova, Last Love",None,None,None,By Beatrice Loayza,None
Running Against the Wind,Running Against The Wind,0,Drama,am,Amharic,,"The film follows the fate of two boys, one of whom hopes to become an Olympic runner and the other a photographer.",3.299,112,0,2023-07-20,6.5,1,"Ethiopia, Germany",https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,Two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker Jan Philipp Weyl.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Running Against the Wind (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weyl, Jan Philipp', 'rank': 3, 'major': 'N'}]",2021-07-08T11:00:05+0000,342,‘Running Against the Wind’ Review: Love and Friendship in Addis Ababa,None,None,Running Against the Wind,None,None,None,By Beatrice Loayza,None
